
2342702.500000000, A.D. 1702-Jan-01 00:00:00.0000,  7.282852064214066E+08, -1.490672467969847E+08, -1.581449025856055E+07,  2.466599906041803E+00,  1.343761141275482E+01, -1.083117785673693E-01,  2.480224536371702E+03,  7.435526101507829E+08, -2.757123258404147E-01
2342707.500000000, A.D. 1702-Jan-06 00:00:00.0000,  7.293285409297289E+08, -1.432578790300981E+08, -1.586081072062251E+07,  2.365040036401946E+00,  1.345724762940365E+01, -1.061280081868885E-01,  2.479829778227757E+03,  7.434342646364942E+08, -2.707465707545355E-01
2342712.500000000, A.D. 1702-Jan-11 00:00:00.0000,  7.303277828128309E+08, -1.374398764362363E+08, -1.590617427875815E+07,  2.261328142232270E+00,  1.347575096734936E+01, -1.039621641869415E-01,  2.479441394012871E+03,  7.433178299780650E+08, -2.676394015910420E-01
2342717.500000000, A.D. 1702-Jan-16 00:00:00.0000,  7.312834452644470E+08, -1.316136800749944E+08, -1.595057735714412E+07,  2.159870323090771E+00,  1.349704183928974E+01, -1.016503378058076E-01,  2.479061413980182E+03,  7.432039148300744E+08, -2.627765407680089E-01
2342722.500000000, A.D. 1702-Jan-21 00:00:00.0000,  7.321947577245878E+08, -1.257794376563261E+08, -1.599401785920434E+07,  2.058627202891954E+00,  1.351604514214909E+01, -9.936892203458392E-02,  2.478687474077311E+03,  7.430918104674482E+08, -2.572161343245118E-01
2342727.500000000, A.D. 1702-Jan-26 00:00:00.0000,  7.330614086590769E+08, -1.199376375941042E+08, -1.603649648522130E+07,  1.956544165837172E+00,  1.352982090740929E+01, -9.723198909948483E-02,  2.478318902122038E+03,  7.429813153750271E+08, -2.515655105645613E-01
2342732.500000000, A.D. 1702-Jan-31 00:00:00.0000,  7.338842585084945E+08, -1.140886371539784E+08, -1.607800289432396E+07,  1.853412416849753E+00,  1.354698553770246E+01, -9.497583272877996E-02,  2.477958790961281E+03,  7.428733567649904E+08, -2.474713851335019E-01
2342737.500000000, A.D. 1702-Feb-05 00:00:00.0000,  7.346628002999070E+08, -1.082326323739599E+08, -1.611853516655609E+07,  1.749760434130515E+00,  1.356363184826964E+01, -9.269980174101100E-02,  2.477605648081402E+03,  7.427674871930066E+08, -2.437498910555518E-01
2342742.500000000, A.D. 1702-Feb-10 00:00:00.0000,  7.353964495770741E+08, -1.023701278212868E+08, -1.615809791668668E+07,  1.647191813268414E+00,  1.357712017400840E+01, -9.047477171215412E-02,  2.477257865676474E+03,  7.426632246509838E+08, -2.384534608820922E-01
2342747.500000000, A.D. 1702-Feb-15 00:00:00.0000,  7.360858499578217E+08, -9.650146250935067E+07, -1.619668124106620E+07,  1.543381749618268E+00,  1.359190491491588E+01, -8.818596291263070E-02,  2.476917789549340E+03,  7.425612723929231E+08, -2.345246407853037E-01
2342752.500000000, A.D. 1702-Feb-20 00:00:00.0000,  7.367309819941156E+08, -9.062699174095440E+07, -1.623428446324135E+07,  1.441529512688604E+00,  1.360642914772346E+01, -8.585319403784553E-02,  2.476585578762993E+03,  7.424616781047101E+08, -2.285593026122762E-01
2342757.500000000, A.D. 1702-Feb-25 00:00:00.0000,  7.373311059355468E+08, -8.474695296074869E+07, -1.627090674463436E+07,  1.339168945371158E+00,  1.361756611618935E+01, -8.360314946522962E-02,  2.476258950273986E+03,  7.423637573471380E+08, -2.226348132964376E-01
2342762.500000000, A.D. 1702-Mar-02 00:00:00.0000,  7.378864376822834E+08, -7.886177969444008E+07, -1.630654332283754E+07,  1.234132696289750E+00,  1.362649210129937E+01, -8.142034377994189E-02,  2.475938852256129E+03,  7.422677943755639E+08, -2.191014564788317E-01
2342767.500000000, A.D. 1702-Mar-07 00:00:00.0000,  7.383975922873294E+08, -7.297191415640165E+07, -1.634119045967110E+07,  1.130316174022981E+00,  1.363933076695656E+01, -7.907223496605198E-02,  2.475627544719531E+03,  7.421744667239730E+08, -2.147381850886928E-01
2342772.500000000, A.D. 1702-Mar-12 00:00:00.0000,  7.388637840387177E+08, -6.707750110925343E+07, -1.637484687309018E+07,  1.026434107370582E+00,  1.365046395750180E+01, -7.673351874454859E-02,  2.475322532761048E+03,  7.420830264392198E+08, -2.102022515484922E-01
2342777.500000000, A.D. 1702-Mar-17 00:00:00.0000,  7.392847770483811E+08, -6.117909522331528E+07, -1.640751568170698E+07,  9.233191137566358E-01,  1.365744336424724E+01, -7.448464418684608E-02,  2.475023265883650E+03,  7.419933084864469E+08, -2.044926190401934E-01
2342782.500000000, A.D. 1702-Mar-22 00:00:00.0000,  7.396614046738297E+08, -5.527703773660797E+07, -1.643918736230205E+07,  8.198245737321133E-01,  1.366706677801436E+01, -7.213179882210419E-02,  2.474732662217421E+03,  7.419061876990447E+08, -1.993467429450800E-01
2342787.500000000, A.D. 1702-Mar-27 00:00:00.0000,  7.399931522410423E+08, -4.937153978317732E+07, -1.646986114604336E+07,  7.162796150505308E-01,  1.367445124827261E+01, -6.981829297457498E-02,  2.474449123993275E+03,  7.418211850778906E+08, -1.940316735280468E-01
2342792.500000000, A.D. 1702-Apr-01 00:00:00.0000,  7.402795407698221E+08, -4.346301982395391E+07, -1.649953857367329E+07,  6.122297572970633E-01,  1.367882320561209E+01, -6.757686866340862E-02,  2.474171213808305E+03,  7.417378697004354E+08, -1.889977836534173E-01
2342797.500000000, A.D. 1702-Apr-06 00:00:00.0000,  7.405212199755679E+08, -3.755187161980411E+07, -1.652821181327169E+07,  5.060743155770305E-01,  1.368479927734366E+01, -6.527136437465320E-02,  2.473901228624758E+03,  7.416569301786360E+08, -1.861402913975564E-01
