
2342702.500000000, A.D. 1702-Jan-01 00:00:00.0000,  4.345585764230698E+09,  1.028226835991227E+09, -1.212306053049741E+08, -1.286041421866733E+00,  5.335638565326599E+00, -7.998905292557623E-02,  1.490104510655869E+04,  4.467220939264101E+09, -2.074207096814586E-02
2342707.500000000, A.D. 1702-Jan-06 00:00:00.0000,  4.345029667859902E+09,  1.030531698664734E+09, -1.212651512063138E+08, -1.288489761575693E+00,  5.335042827940242E+00, -7.994387382646817E-02,  1.490101550510700E+04,  4.467212064972139E+09, -2.034850497000860E-02
2342712.500000000, A.D. 1702-Jan-11 00:00:00.0000,  4.344472499621472E+09,  1.032836331015657E+09, -1.212996752572709E+08, -1.291003758857884E+00,  5.334572242230209E+00, -7.988789828731457E-02,  1.490098644539322E+04,  4.467203353089117E+09, -1.999011951896488E-02
2342717.500000000, A.D. 1702-Jan-16 00:00:00.0000,  4.343914231173671E+09,  1.035140787100894E+09, -1.213341727994928E+08, -1.293583301708435E+00,  5.334226791544820E+00, -7.982115209958929E-02,  1.490095787699917E+04,  4.467194788500042E+09, -1.966651660003058E-02
2342722.500000000, A.D. 1702-Jan-21 00:00:00.0000,  4.343354810673486E+09,  1.037445095304418E+09, -1.213686382702472E+08, -1.296495682773283E+00,  5.333704045462563E+00, -7.973371366648374E-02,  1.490092965373934E+04,  4.467186327379604E+09, -1.970781613221612E-02
2342727.500000000, A.D. 1702-Jan-26 00:00:00.0000,  4.342794019557467E+09,  1.039749044793838E+09, -1.214030619645920E+08, -1.299737820645132E+00,  5.332717439553678E+00, -7.963746129102711E-02,  1.490090090297802E+04,  4.467177708118201E+09, -2.017773744423303E-02
2342732.500000000, A.D. 1702-Jan-31 00:00:00.0000,  4.342231855914331E+09,  1.042052553393913E+09, -1.214374469548976E+08, -1.302849975414083E+00,  5.331662929347142E+00, -7.955452884009406E-02,  1.490087155472023E+04,  4.467168909731858E+09, -2.053712325103030E-02
2342737.500000000, A.D. 1702-Feb-05 00:00:00.0000,  4.341668375891350E+09,  1.044355591819896E+09, -1.214717989957119E+08, -1.305832183660525E+00,  5.330540745742653E+00, -7.948491710365246E-02,  1.490084176812373E+04,  4.467159979934877E+09, -2.078615615365877E-02
2342742.500000000, A.D. 1702-Feb-10 00:00:00.0000,  4.341103640333508E+09,  1.046658165416578E+09, -1.215061228358267E+08, -1.308637047993007E+00,  5.329752022871499E+00, -7.941633952262572E-02,  1.490081174425764E+04,  4.467150979006265E+09, -2.078528517726689E-02
2342747.500000000, A.D. 1702-Feb-15 00:00:00.0000,  4.340537710800193E+09,  1.048960571074301E+09, -1.215404114934509E+08, -1.311430652425693E+00,  5.329529985018433E+00, -7.932560636543773E-02,  1.490078191373967E+04,  4.467142036041959E+09, -2.064096411685791E-02
2342752.500000000, A.D. 1702-Feb-20 00:00:00.0000,  4.339970543872285E+09,  1.051262876348857E+09, -1.215746585705936E+08, -1.314365767506787E+00,  5.329287283007664E+00, -7.922383804591204E-02,  1.490075218895747E+04,  4.467133124776441E+09, -2.063856688243391E-02
2342757.500000000, A.D. 1702-Feb-25 00:00:00.0000,  4.339402078367177E+09,  1.053565072294843E+09, -1.216088593024864E+08, -1.317442612146322E+00,  5.329023795226064E+00, -7.911104982273698E-02,  1.490072236524468E+04,  4.467124183852276E+09, -2.077830408371075E-02
2342762.500000000, A.D. 1702-Mar-02 00:00:00.0000,  4.338832268832572E+09,  1.055867118883106E+09, -1.216430114971617E+08, -1.320471780233556E+00,  5.328383704649605E+00, -7.901733731638649E-02,  1.490069226466915E+04,  4.467115159926752E+09, -2.095950281209151E-02
2342767.500000000, A.D. 1702-Mar-07 00:00:00.0000,  4.338261235384787E+09,  1.058168736834832E+09, -1.216771363475372E+08, -1.323183490056528E+00,  5.327270886990037E+00, -7.896892219229668E-02,  1.490066205853355E+04,  4.467106104355111E+09, -2.094318389843930E-02
2342772.500000000, A.D. 1702-Mar-12 00:00:00.0000,  4.337689054018891E+09,  1.060469894731748E+09, -1.217112413786125E+08, -1.325786032767976E+00,  5.326253964241004E+00, -7.892559025038448E-02,  1.490063196814433E+04,  4.467097083483365E+09, -2.079861893156036E-02
2342777.500000000, A.D. 1702-Mar-17 00:00:00.0000,  4.337115772072671E+09,  1.062770634269021E+09, -1.217453287854781E+08, -1.328278767629144E+00,  5.325334333366134E+00, -7.888730795419852E-02,  1.490060217919640E+04,  4.467088152981445E+09, -2.052470899245954E-02
2342782.500000000, A.D. 1702-Mar-22 00:00:00.0000,  4.336541406228910E+09,  1.065071014153048E+09, -1.217793975267583E+08, -1.331020825871343E+00,  5.324696036952741E+00, -7.881696009188510E-02,  1.490057279156388E+04,  4.467079342790857E+09, -2.042704570324932E-02
2342787.500000000, A.D. 1702-Mar-27 00:00:00.0000,  4.335965700281155E+09,  1.067371194481446E+09, -1.218134199490061E+08, -1.334289715766994E+00,  5.324263729367711E+00, -7.869475543646898E-02,  1.490054310034481E+04,  4.467070441587313E+09, -2.079273859163817E-02
2342792.500000000, A.D. 1702-Apr-01 00:00:00.0000,  4.335388575328945E+09,  1.069671157909910E+09, -1.218473902256325E+08, -1.337590432797591E+00,  5.323691796454832E+00, -7.857554000240685E-02,  1.490051283642419E+04,  4.467061368692159E+09, -2.122211454944416E-02
2342797.500000000, A.D. 1702-Apr-06 00:00:00.0000,  4.334810017470311E+09,  1.071970844019983E+09, -1.218813096442841E+08, -1.340923619614811E+00,  5.322979771812395E+00, -7.845930224487851E-02,  1.490048190726684E+04,  4.467052096364053E+09, -2.171617784475354E-02
